ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Body Material,Energy,Flyer,Head,Left Arm,Right Arm
956,Unibot #956,406,73.55350997587956,8,Caracas,Drying machine,Silver,Geothermal,No,Queen Bee,A009,A009
84,Unibot #84,407,73.54999965891321,8,Paris,Suit,Silver,Solar,No,Queen Bee,A009,A009
982,Unibot #982,408,73.50677711908153,8,Edo,Car Jack,Silver,Wind,No,Jaw,A001,A001
612,Unibot #612,409,73.48624476785066,8,Granada,Suit,Silver,Biodiesel,No,IG-11,A008,A008
158,Unibot #158,410,73.48556664455768,8,Athens,Mustang Engine,Silver,Solar,No,Broken Screen,A008,A008
694,Unibot #694,411,73.45548191074418,8,Buenos Aires,Candy Machine,Silver,Hydraulic,No,Jaw,A002,A002
416,Unibot #416,412,73.44941925968845,8,New Mexico,Mustang Engine,Silver,Solar,No,Googles,A009,A009
342,Unibot #342,413,73.43423806198342,8,Paris,Armor 02,Gold,Hydraulic,No,Electric Rocket,A006,A006
13,Unibot #13,414,73.41636306321755,8,Delphi,Synthetic Heart,Silver,Solar,No,Screen,A009,A009
771,Unibot #771,415,73.38580814767224,8,Edo,Drying machine,Silver,Hydraulic,No,Queen Bee,A009,A009
936,Unibot #936,416,73.3696523543018,8,Carthage,Armor 02,Silver,Solar,No,Screen,A001,A001
900,Unibot #900,417,73.36592997942373,8,Carthage,Mustang Engine,Silver,Biodiesel,No,Screen,A002,A002
67,Unibot #67,418,73.36367794851525,8,Delphi,Armor 04,Silver,Solar,No,Bee,A001,A001
519,Unibot #519,419,73.35873618133436,8,Paris,Car Jack,Silver,Solar,No,Fish Tank,A004,A004
398,Unibot #398,420,73.31961418751254,8,Sahara,Synthetic Heart,Silver,Geothermal,No,Open Helmet,A006,A006
973,Unibot #973,421,73.31596093466659,8,Granada,Mustang Engine,Silver,Wind,No,Rocket,A006,A006
387,Unibot #387,422,73.31216285466054,8,Sahara,Armor 04,Silver,Biodiesel,No,Broken Screen,A007,A007
642,Unibot #642,423,73.30908454554444,8,New York City,Armor 02,Gold,Solar,No,Bee,A010,A010
99,Unibot #99,424,73.29870818544154,8,Buenos Aires,Armor 04,Silver,Geothermal,No,Drone,A005,A005
528,Unibot #528,425,73.28250217624282,8,Sahara,Candy Machine,Silver,Hydraulic,No,Open Helmet,A010,A010
577,Unibot #577,426,73.27424550824728,8,Caracas,Armor 02,Silver,Geothermal,No,Fancy Chappie,A001,A001
562,Unibot #562,427,73.25721413683601,8,Granada,Candy Machine,Silver,Solar,No,Bee,A007,A007
279,Unibot #279,428,73.24736431068955,8,Granada,Mustang Engine,Silver,Solar,No,IG-11,A002,A002
412,Unibot #412,429,73.2469888736788,8,Edo,Armor 01,Silver,Solar,No,Chappie,A010,A010
433,Unibot #433,430,73.22886779161514,8,New York City,Armor 02,Silver,Geothermal,No,IG-11,A007,A007
852,Unibot #852,431,73.225579234275,8,Paris,Suit,Silver,Wind,No,Electric Rocket,A008,A008
409,Unibot #409,432,73.22165279812928,8,Carthage,Suit,Silver,Wind,No,Fancy Chappie,A009,A009
804,Unibot #804,433,73.1978002807828,8,Delphi,Drying machine,Silver,Biodiesel,No,Broken Screen,A008,A008
524,Unibot #524,434,73.19246924485967,8,New York City,Drying machine,Silver,Hydraulic,No,Broken Screen,A008,A008
247,Unibot #247,435,73.19151318593018,8,Miami,Car Jack,Silver,Biodiesel,No,Lighbulb,A004,A004
21,Unibot #21,436,73.18188567640993,8,New York City,Candy Machine,Silver,Geothermal,No,Broken Screen,A009,A009
103,Unibot #103,437,73.17957954596241,8,Granada,Mustang Engine,Silver,Solar,No,Fish Tank,A010,A010
1008,Unibot #1008,438,73.17268183269672,8,Miami,Suit,Silver,Hydraulic,No,Open Helmet,A010,A010
581,Unibot #581,439,73.13626735835201,8,Yucatan,Armor 01,Silver,Solar,No,Fancy Chappie,A010,A010
126,Unibot #126,440,73.13351120740028,8,Paris,Synthetic Heart,Silver,Biodiesel,No,Googles,A001,A001
244,Unibot #244,441,73.11641000239345,8,Sahara,Car Jack,Silver,Geothermal,No,Drone,A006,A006
816,Unibot #816,442,73.11190715402003,8,New Mexico,Suit,Silver,Solar,No,Fish Tank,A006,A006
569,Unibot #569,443,73.1043793495989,8,Yucatan,Armor 04,Silver,Geothermal,No,Queen Bee,A010,A010
362,Unibot #362,444,73.09695427599243,8,Caracas,Armor 01,Silver,Biodiesel,No,Chappie,A005,A005
384,Unibot #384,445,73.09027542193971,8,Florence,Candy Machine,Silver,Solar,No,Screen,A007,A007
274,Unibot #274,446,73.07979280024529,8,Paris,Drying machine,Silver,Solar,No,Bee,A007,A007
989,Unibot #989,447,73.06914618504405,8,Sahara,Mustang Engine,Silver,Biodiesel,No,Fancy Chappie,A006,A006
135,Unibot #135,448,73.04963797099991,8,Florence,Drying machine,Silver,Wind,No,Jaw,A001,A001
434,Unibot #434,449,73.04548131287272,8,Babylon,Armor 04,Silver,Geothermal,No,Electric Rocket,A008,A008
705,Unibot #705,450,73.04071466529861,8,Edo,Mustang Engine,Silver,Wind,No,Screen,A004,A004
961,Unibot #961,451,72.97173945043419,8,Hong Kong,Synthetic Heart,Silver,Biodiesel,No,Queen Bee,A008,A008
322,Unibot #322,452,72.93280632703984,8,Miami,Satellite,Silver,Biodiesel,No,Electric Rocket,A008,A008
168,Unibot #168,453,72.92907968509715,8,Athens,Suit,Silver,Geothermal,No,Bee,A002,A002
288,Unibot #288,454,72.9252294991409,8,Delphi,Car Jack,Silver,Solar,No,Open Helmet,A005,A005
965,Unibot #965,455,72.9249061372792,8,Paris,Satellite,Silver,Wind,No,Jaw,A001,A001
501,Unibot #501,456,72.90244290554035,8,Athens,Armor 02,Silver,Geothermal,No,Queen Bee,A008,A008
87,Unibot #87,457,72.89955503760247,8,Granada,Car Jack,Silver,Wind,No,Rocket,A010,A010
354,Unibot #354,458,72.88929802200477,8,Carthage,Mustang Engine,Silver,Wind,No,Open Helmet,A010,A010
292,Unibot #292,459,72.87887660038064,8,Granada,Synthetic Heart,Silver,Biodiesel,No,Fancy Chappie,A002,A002
640,Unibot #640,460,72.86887088282188,8,Hong Kong,Armor 04,Silver,Geothermal,No,Open Helmet,A004,A004
803,Unibot #803,461,72.86166546276328,8,Granada,Car Jack,Silver,Hydraulic,No,Googles,A009,A009
436,Unibot #436,462,72.85439593509689,8,Athens,Synthetic Heart,Silver,Solar,No,Electric Rocket,A009,A009
381,Unibot #381,463,72.85356134502186,8,New York City,Armor 02,Gold,Hydraulic,No,Bee,A005,A005
323,Unibot #323,464,72.83943259651548,8,Edo,Satellite,Silver,Geothermal,No,Fish Tank,A008,A008
206,Unibot #206,465,72.83725305107556,8,Babylon,Candy Machine,Silver,Geothermal,No,Helmet,A007,A007
689,Unibot #689,466,72.80875947514048,8,New Mexico,Suit,Silver,Wind,No,Brain Capsule,A008,A008
826,Unibot #826,467,72.76803676944034,8,New York City,Drying machine,Silver,Solar,No,Broken Screen,A008,A008
470,Unibot #470,468,72.7659191624609,8,Athens,Suit,Silver,Geothermal,No,Fish Tank,A005,A005
876,Unibot #876,469,72.76327194940559,8,Miami,Suit,Silver,Biodiesel,No,Rocket,A004,A004
912,Unibot #912,470,72.76062501051454,8,Granada,Car Jack,Silver,Biodiesel,No,Queen Bee,A010,A010
411,Unibot #411,471,72.72335249050403,8,Florence,Car Jack,Silver,Wind,No,Googles,A007,A007
930,Unibot #930,472,72.72115070297043,8,Carthage,Car Jack,Silver,Biodiesel,No,Drone,A008,A008
494,Unibot #494,473,72.70004716189044,8,Caracas,Drying machine,Silver,Biodiesel,No,Broken Screen,A007,A007
598,Unibot #598,474,72.69527340729961,8,Babylon,Armor 01,Silver,Solar,No,Rocket,A004,A004
832,Unibot #832,475,72.68491583233053,8,Paris,Synthetic Heart,Silver,Solar,No,Fancy Chappie,A007,A007
422,Unibot #422,476,72.66500194455664,8,New York City,Suit,Silver,Solar,No,Drone,A004,A004
1019,Unibot #1019,477,72.6381623084678,8,Delphi,Car Jack,Silver,Wind,No,Fancy Chappie,A006,A006
128,Unibot #128,478,72.63295606034748,8,Florence,Satellite,Silver,Geothermal,No,Lighbulb,A007,A007
271,Unibot #271,479,72.5949866093205,8,Carthage,Candy Machine,Silver,Solar,No,Open Helmet,A008,A008
193,Unibot #193,480,72.59466897470611,8,Miami,Mustang Engine,Silver,Geothermal,No,Screen,A010,A010
390,Unibot #390,481,72.59299418482196,8,Buenos Aires,Satellite,Silver,Geothermal,No,Helmet,A004,A004
579,Unibot #579,482,72.5869791893905,8,Sahara,Car Jack,Silver,Wind,No,Fancy Chappie,A005,A005
405,Unibot #405,483,72.58135456971735,8,Edo,Satellite,Gold,Solar,No,Jaw,A002,A002
572,Unibot #572,484,72.57743392887326,8,Edo,Synthetic Heart,Silver,Wind,No,Fish Tank,A002,A002
155,Unibot #155,485,72.56942961388599,8,Babylon,Car Jack,Silver,Solar,No,Brain Capsule,A002,A002
667,Unibot #667,486,72.53192137348127,8,Caracas,Synthetic Heart,Silver,Geothermal,No,Broken Screen,A001,A001
403,Unibot #403,487,72.52613211752774,8,New York City,Satellite,Gold,Solar,No,Helmet,A006,A006
962,Unibot #962,488,72.51187818774197,8,Babylon,Suit,Silver,Geothermal,No,Queen Bee,A005,A005
385,Unibot #385,489,72.50910100027909,8,Edo,Armor 01,Gold,Solar,No,IG-11,A010,A010
49,Unibot #49,490,72.48893895020167,8,Babylon,Drying machine,Silver,Solar,No,Brain Capsule,A008,A008
506,Unibot #506,491,72.48305258550938,8,Caracas,Car Jack,Silver,Hydraulic,No,Fancy Chappie,A009,A009
401,Unibot #401,492,72.47923154298579,8,Hong Kong,Mustang Engine,Silver,Biodiesel,No,Screen,A010,A010
713,Unibot #713,493,72.44565998345401,8,Delphi,Candy Machine,Silver,Hydraulic,No,Helmet,A001,A001
677,Unibot #677,494,72.43170186726897,8,Hong Kong,Suit,Silver,Biodiesel,No,Fish Tank,A010,A010
719,Unibot #719,495,72.41314888222509,8,New Mexico,Candy Machine,Silver,Solar,No,Bee,A009,A009
300,Unibot #300,496,72.41308505268694,8,Sahara,Synthetic Heart,Silver,Hydraulic,No,IG-11,A009,A009
321,Unibot #321,497,72.40063328906115,8,Granada,Suit,Silver,Hydraulic,No,Fish Tank,A010,A010
330,Unibot #330,498,72.38220347991394,8,Hong Kong,Armor 01,Silver,Biodiesel,No,Lighbulb,A008,A008
287,Unibot #287,499,72.35549342696171,8,Miami,Drying machine,Silver,Wind,No,Rocket,A006,A006
917,Unibot #917,500,72.3553844874206,8,Hong Kong,Car Jack,Silver,Wind,No,Broken Screen,A004,A004
29,Unibot #29,501,72.34911963210865,8,New York City,Armor 04,Gold,Hydraulic,No,Brain Capsule,A010,A010
138,Unibot #138,502,72.34096643259645,8,Delphi,Armor 02,Silver,Biodiesel,No,Fancy Chappie,A009,A009
853,Unibot #853,503,72.31306545885555,8,Delphi,Armor 01,Silver,Biodiesel,No,Broken Screen,A009,A009
365,Unibot #365,504,72.29447780448983,8,Athens,Satellite,Silver,Geothermal,No,Broken Screen,A002,A002
913,Unibot #913,505,72.28485815433056,8,Caracas,Candy Machine,Silver,Biodiesel,No,Screen,A009,A009
145,Unibot #145,506,72.2668530357603,8,Paris,Car Jack,Silver,Wind,No,Fish Tank,A005,A005
539,Unibot #539,507,72.23956465165372,8,Athens,Armor 04,Silver,Hydraulic,No,Fish Tank,A004,A004
334,Unibot #334,508,72.20032368580674,8,Edo,Mustang Engine,Silver,Wind,No,IG-11,A008,A008
534,Unibot #534,509,72.1715312192505,8,Granada,Armor 04,Silver,Wind,No,Lighbulb,A008,A008
298,Unibot #298,510,72.15608633192541,8,Athens,Synthetic Heart,Silver,Geothermal,No,Drone,A004,A004
102,Unibot #102,511,72.10942293335596,8,Granada,Armor 01,Silver,Biodiesel,No,Rocket,A004,A004
554,Unibot #554,512,72.10680659678422,8,Florence,Armor 04,Silver,Wind,No,Rocket,A007,A007
188,Unibot #188,513,72.0931958081835,8,Miami,Drying machine,Silver,Hydraulic,No,Electric Rocket,A004,A004
373,Unibot #373,514,72.08617746501585,8,Caracas,Car Jack,Silver,Geothermal,No,Rocket,A008,A008
993,Unibot #993,515,72.04867994577484,8,Hong Kong,Mustang Engine,Silver,Biodiesel,No,Drone,A006,A006
380,Unibot #380,516,72.04251635291286,8,Babylon,Car Jack,Silver,Solar,No,Lighbulb,A010,A010
624,Unibot #624,517,72.0333970581718,8,Paris,Suit,Silver,Hydraulic,No,Open Helmet,A006,A006
597,Unibot #597,518,71.97909792092366,8,Athens,Candy Machine,Silver,Hydraulic,No,Fish Tank,A010,A010
259,Unibot #259,519,71.96128392620518,8,Granada,Armor 02,Silver,Wind,No,Googles,A007,A007
329,Unibot #329,520,71.9339992939457,8,Hong Kong,Armor 04,Gold,Hydraulic,No,Jaw,A004,A004
143,Unibot #143,521,71.92670242628681,8,New Mexico,Armor 01,Silver,Solar,No,Fish Tank,A006,A006
137,Unibot #137,522,71.91416455544478,8,Caracas,Armor 02,Silver,Wind,No,Drone,A007,A007
939,Unibot #939,523,71.90490105424556,8,Paris,Armor 01,Silver,Solar,No,IG-11,A007,A007
121,Unibot #121,524,71.90156823670159,8,New Mexico,Armor 04,Silver,Wind,No,Fish Tank,A010,A010
53,Unibot #53,525,71.89784675931635,8,Carthage,Suit,Silver,Solar,No,Open Helmet,A004,A004
456,Unibot #456,526,71.86488475138879,8,Granada,Satellite,Silver,Biodiesel,No,Broken Screen,A002,A002
848,Unibot #848,527,71.86289943154767,8,Carthage,Car Jack,Silver,Wind,No,Open Helmet,A005,A005
293,Unibot #293,528,71.84261921979709,8,Granada,Suit,Silver,Wind,No,Rocket,A010,A010
867,Unibot #867,529,71.83547823382979,8,Hong Kong,Synthetic Heart,Silver,Biodiesel,No,Open Helmet,A010,A010
839,Unibot #839,530,71.8255524188957,8,Hong Kong,Drying machine,Silver,Geothermal,No,Queen Bee,A006,A006
997,Unibot #997,531,71.80787342250787,8,Delphi,Armor 04,Silver,Wind,No,Open Helmet,A010,A010
504,Unibot #504,532,71.78144075192435,8,Athens,Mustang Engine,Silver,Geothermal,No,Rocket,A005,A005
550,Unibot #550,533,71.74339240374012,8,New Mexico,Drying machine,Silver,Solar,No,Googles,A002,A002
460,Unibot #460,534,71.71227185131565,8,Delphi,Armor 02,Silver,Biodiesel,No,Lighbulb,A009,A009
505,Unibot #505,535,71.69383346551287,8,Edo,Armor 04,Silver,Geothermal,No,Bee,A001,A001
239,Unibot #239,536,71.68458855167144,8,Edo,Armor 04,Silver,Wind,No,Fish Tank,A008,A008
318,Unibot #318,537,71.63041175564736,8,Athens,Armor 02,Silver,Solar,No,Bee,A007,A007
404,Unibot #404,538,71.61837413552567,8,Paris,Armor 04,Silver,Wind,No,Broken Screen,A007,A007
184,Unibot #184,539,71.61773021202154,8,Caracas,Synthetic Heart,Gold,Hydraulic,No,Brain Capsule,A004,A004
289,Unibot #289,540,71.61166054503957,8,Granada,Satellite,Silver,Biodiesel,No,Bee,A002,A002
85,Unibot #85,541,71.58699315239029,8,Babylon,Car Jack,Silver,Hydraulic,No,Lighbulb,A005,A005
458,Unibot #458,542,71.58399080016696,8,Miami,Armor 04,Silver,Biodiesel,No,Drone,A002,A002
823,Unibot #823,543,71.5807144347277,8,Athens,Armor 01,Silver,Geothermal,No,Fish Tank,A005,A005
926,Unibot #926,544,71.57668240195376,8,Sahara,Armor 02,Silver,Geothermal,No,Googles,A007,A007
129,Unibot #129,545,71.56651295012131,8,Babylon,Car Jack,Silver,Wind,No,Bee,A005,A005
755,Unibot #755,546,71.56539760205968,8,Edo,Armor 04,Gold,Solar,No,Electric Rocket,A010,A010
170,Unibot #170,547,71.53278541227307,8,Athens,Synthetic Heart,Gold,Solar,No,Helmet,A010,A010
651,Unibot #651,548,71.5290770170144,8,Miami,Suit,Silver,Biodiesel,No,Screen,A010,A010
64,Unibot #64,549,71.52113254718898,8,Hong Kong,Candy Machine,Silver,Biodiesel,No,Fancy Chappie,A004,A004
119,Unibot #119,550,71.4940431613892,8,Edo,Car Jack,Silver,Solar,No,Rocket,A008,A008
555,Unibot #555,551,71.4185430249094,8,Carthage,Candy Machine,Silver,Biodiesel,No,Fancy Chappie,A009,A009
983,Unibot #983,552,71.39090478037978,8,Granada,Car Jack,Silver,Wind,No,Lighbulb,A005,A005
599,Unibot #599,553,71.3849029946112,8,Yucatan,Suit,Silver,Hydraulic,No,Helmet,A004,A004
546,Unibot #546,554,71.37788420516995,8,Granada,Armor 02,Silver,Biodiesel,No,IG-11,A009,A009
284,Unibot #284,555,71.32237507972768,8,Granada,Suit,Silver,Hydraulic,No,Helmet,A007,A007
990,Unibot #990,556,71.31333007924883,8,Athens,Armor 04,Silver,Solar,No,Fancy Chappie,A008,A008
821,Unibot #821,557,71.29844866961521,8,Hong Kong,Suit,Silver,Wind,No,Broken Screen,A004,A004
349,Unibot #349,558,71.29047855678988,8,Sahara,Car Jack,Silver,Geothermal,No,IG-11,A006,A006
214,Unibot #214,559,71.28250833997319,8,New York City,Armor 02,Silver,Solar,No,Electric Rocket,A009,A009
672,Unibot #672,560,71.25900940060073,8,Edo,Armor 04,Silver,Solar,No,Screen,A007,A007
340,Unibot #340,561,71.24116065830408,8,Sahara,Suit,Silver,Wind,No,Googles,A004,A004
872,Unibot #872,562,71.21015199295748,8,Granada,Synthetic Heart,Silver,Wind,No,Jaw,A007,A007
144,Unibot #144,563,71.20933289800237,8,Delphi,Armor 02,Silver,Hydraulic,No,Broken Screen,A007,A007
236,Unibot #236,564,71.18801414463935,8,Edo,Car Jack,Silver,Wind,No,Googles,A009,A009
934,Unibot #934,565,71.17164809763156,8,Athens,Satellite,Silver,Geothermal,No,Drone,A006,A006
887,Unibot #887,566,71.15872440568897,8,New Mexico,Synthetic Heart,Silver,Geothermal,No,Screen,A006,A006
277,Unibot #277,567,71.15088150485106,8,Babylon,Satellite,Silver,Hydraulic,No,Fancy Chappie,A010,A010
870,Unibot #870,568,71.11812507065814,8,Granada,Synthetic Heart,Silver,Wind,No,Brain Capsule,A009,A009
629,Unibot #629,569,71.10987440153711,8,Edo,Armor 04,Gold,Hydraulic,No,Electric Rocket,A005,A005
217,Unibot #217,570,71.1087382273869,8,Caracas,Armor 02,Silver,Geothermal,No,Fish Tank,A009,A009
999,Unibot #999,571,71.08250446860445,8,New Mexico,Candy Machine,Silver,Geothermal,No,Googles,A002,A002
626,Unibot #626,572,71.05904549482416,8,Paris,Armor 01,Gold,Hydraulic,No,Brain Capsule,A005,A005
744,Unibot #744,573,71.04037354672889,8,Paris,Candy Machine,Silver,Biodiesel,No,Queen Bee,A004,A004
728,Unibot #728,574,71.03547714407318,8,Carthage,Satellite,Silver,Hydraulic,No,Drone,A009,A009
644,Unibot #644,575,71.03497441449042,8,Granada,Armor 04,Silver,Biodiesel,No,Broken Screen,A009,A009
693,Unibot #693,576,71.00608832989774,8,New Mexico,Armor 04,Gold,Solar,No,Helmet,A006,A006
174,Unibot #174,577,70.95232914781249,8,Yucatan,Satellite,Silver,Hydraulic,No,Broken Screen,A005,A005
628,Unibot #628,578,70.9358497892633,8,Babylon,Drying machine,Silver,Hydraulic,No,Helmet,A002,A002
299,Unibot #299,579,70.9038177017817,8,Miami,Armor 01,Silver,Biodiesel,No,Googles,A009,A009
634,Unibot #634,580,70.8752186095131,8,Hong Kong,Armor 02,Silver,Geothermal,No,Fancy Chappie,A008,A008
897,Unibot #897,581,70.87382837835595,8,New Mexico,Suit,Silver,Hydraulic,No,Queen Bee,A005,A005
96,Unibot #96,582,70.82598093021444,8,Miami,Armor 04,Silver,Biodiesel,No,Lighbulb,A008,A008
508,Unibot #508,583,70.82373351676728,8,Granada,Suit,Silver,Biodiesel,No,Queen Bee,A005,A005
496,Unibot #496,584,70.81923053780409,8,Edo,Drying machine,Silver,Geothermal,No,IG-11,A008,A008
637,Unibot #637,585,70.81764240889368,8,New Mexico,Armor 02,Gold,Solar,No,Helmet,A006,A006
737,Unibot #737,586,70.80601935700157,8,Paris,Armor 04,Silver,Hydraulic,No,Brain Capsule,A001,A001
280,Unibot #280,587,70.79002962446107,8,Sahara,Armor 01,Silver,Geothermal,No,Googles,A008,A008
79,Unibot #79,588,70.77125883608204,8,Athens,Drying machine,Silver,Solar,No,Lighbulb,A006,A006
950,Unibot #950,589,70.76656613260404,8,Florence,Armor 02,Silver,Hydraulic,No,Fish Tank,A009,A009
806,Unibot #806,590,70.7617008773868,8,New York City,Suit,Silver,Hydraulic,No,Rocket,A006,A006
394,Unibot #394,591,70.74695821395753,8,Florence,Armor 02,Gold,Hydraulic,No,Electric Rocket,A005,A005
684,Unibot #684,592,70.72328408570357,8,Yucatan,Armor 02,Silver,Geothermal,No,Jaw,A008,A008
559,Unibot #559,593,70.70751443882537,8,Babylon,Suit,Silver,Geothermal,No,Bee,A006,A006
596,Unibot #596,594,70.69796363229251,8,Sahara,Armor 02,Silver,Wind,No,Bee,A002,A002
840,Unibot #840,595,70.69700409381676,8,Carthage,Candy Machine,Silver,Wind,No,Open Helmet,A010,A010
45,Unibot #45,596,70.68256892683272,8,Miami,Suit,Silver,Wind,No,Lighbulb,A010,A010
856,Unibot #856,596,70.68256892683272,8,Delphi,Suit,Silver,Wind,No,Electric Rocket,A010,A010
309,Unibot #309,598,70.67977467244108,8,Paris,Suit,Silver,Biodiesel,No,Googles,A009,A009
221,Unibot #221,599,70.67150480732894,8,Carthage,Armor 04,Silver,Hydraulic,No,Bee,A001,A001
903,Unibot #903,600,70.66714536245085,8,Babylon,Armor 04,Silver,Geothermal,No,Queen Bee,A006,A006
111,Unibot #111,601,70.6574370716482,8,Carthage,Armor 01,Silver,Solar,No,Queen Bee,A009,A009
976,Unibot #976,602,70.63753500921038,8,Miami,Armor 02,Silver,Biodiesel,No,Lighbulb,A008,A008
61,Unibot #61,603,70.59118246317412,8,Paris,Armor 01,Gold,Hydraulic,No,Jaw,A006,A006
23,Unibot #23,604,70.5841987368017,8,New York City,Armor 02,Silver,Geothermal,No,Drone,A004,A004
48,Unibot #48,605,70.57611024780647,8,Edo,Armor 01,Gold,Hydraulic,No,Brain Capsule,A010,A010
701,Unibot #701,606,70.56283099545968,8,Hong Kong,Candy Machine,Silver,Biodiesel,No,Fish Tank,A005,A005
647,Unibot #647,607,70.55849482084086,8,Edo,Armor 04,Silver,Solar,No,Drone,A007,A007
358,Unibot #358,608,70.54684693180376,8,Granada,Armor 04,Silver,Solar,No,Helmet,A001,A001
896,Unibot #896,609,70.52123455287884,8,Delphi,Synthetic Heart,Silver,Wind,No,Helmet,A007,A007
649,Unibot #649,610,70.51886006151463,8,Florence,Synthetic Heart,Silver,Solar,No,Electric Rocket,A007,A007
